Date,Close,High,Low,Open,Volume
,JSLL.NS,JSLL.NS,JSLL.NS,JSLL.NS,JSLL.NS
2025-12-03,695.5999755859375,716.3499755859375,694.0,711.0,118345
2025-12-04,699.2000122070312,709.4500122070312,693.0,701.1500244140625,146273
2025-12-05,684.5999755859375,702.6500244140625,681.4000244140625,699.2000122070312,100405
2025-12-08,673.7999877929688,683.2999877929688,661.25,680.1500244140625,172110
2025-12-09,682.6500244140625,693.1500244140625,663.1500244140625,665.1500244140625,163521
2025-12-10,673.5499877929688,688.7999877929688,668.5,681.4000244140625,100830
2025-12-11,689.6500244140625,695.0,668.5,676.5499877929688,269353
2025-12-12,709.2000122070312,719.3499755859375,681.9000244140625,693.0,164553
2025-12-15,741.25,745.0,700.0,710.0499877929688,234430
2025-12-16,751.0999755859375,760.0,732.4000244140625,739.5499877929688,245546
2025-12-17,744.5999755859375,752.9500122070312,737.0,750.0,103142
2025-12-18,716.3499755859375,741.4500122070312,714.7000122070312,739.8499755859375,86358
2025-12-19,730.5499877929688,736.0,712.0999755859375,717.5999755859375,96909
2025-12-22,712.0499877929688,737.0,710.0,737.0,185203
2025-12-23,711.0999755859375,721.0,707.0,707.5499877929688,104365
